YEAR	TYPE	SOURCE	CONTEXT
1949	NF	ShortHistoryScience	"until the twentieth century, when further progress was made by Ehrlich's discovery in 1910 of an organic arsenical compound, salvarsan, that had a drastic effect on the"
1949	NF	ShortHistoryScience	"1899 when Bateson rediscovered these phenomena, only to find himself partly anticipated. From 1910 it became clear that the | hereditary factors or genes were localised portions of the"
1949	NF	RifleBook	strong screw passing through the butt stock. Modern American stock design began along about 1910 and the best type of stock as seen today is a process of evolution since
1949	NF	WellsFargoAdvancing	". But the Harriman estate was hardly less ambitious than Harriman himself and early in 1910 the American Express Company acquired a large interest in Wells, Fargo &; Co."
1949	NF	WellsFargoAdvancing	"to the present time 1911 10 per cent has been the rate. Early in 1910 Wells, Fargo &; Co. declared a 300 per cent dividend, zoo per cent"
1949	NF	WellsFargoAdvancing	"cent annually, and has not suffered. For the year ended June 30, 1910, more than 20 per cent was earned on $24,000,000 of stock, of which"
1949	NF	WellsFargoAdvancing	"Forest represented the Harriman interests on the Wells Fargo board and on February 3, 1910, Charles A. Peabody, an outstanding Harriman lawyer, also was elected to the"
1949	NF	WellsFargoAdvancing	"distribution of the assets was about to begin. On the loth of February, 1910, Wells Fargo declared its fabulous 300 per cent dividend, a total of $24,000,000"
1949	NF	WellsFargoAdvancing	"In addition, there were three five per cent dividends in that memorable year of 1910. Within twelve months the treasurer's office of Wells, Fargo and Company,"
1949	NF	WellsFargoAdvancing	"States Internal Revenue offices would have today with such a melon cutting! Yet in 1910, outside of Wall Street there was not much attention paid to it. The"
1949	NF	WellsFargoAdvancing	"composed their differences and William Sproule was elected president of the company in November of 1910. This administration lasted less than a year, in all. Sproule, an"
1949	NF	WellsFargoAdvancing	"his beloved San Francisco. The official roster of Wells Fargo at the beginning of 1910 was as follows: Table The number of express offices at that time was 5,204"
1949	NF	WellsFargoAdvancing	"operation, and died there. He was succeeded by Elmer R. Jones, in 1910. Jones has been president of Wells, Fargo and Company, Express, S.A."
1949	NF	WellsFargoAdvancing	"Iztacchivatl, "" The sleeping woman "" and Popocatepetl. With the Mexican Revolution of 1910 Diaz and the things for which he stood collapsed. Wells Fargo held firm,"
1950	FIC	Disenchanted	"admonished to return it to "" Law Offices of Wallace K. Wallace, P.O. Box 1910, Tucson, Ariz., U.S.A. "" I turned it over and over, looking"
1950	MAG	Time	""") Somoza. # The U.S. Marines, who went in as early as 1910 to pacify the country, finally cleared out for good in 1933. Three years"
1950	MAG	SatEvePost	"and he was too honest to ever make much out of law. "" In 1910 Mrs. Cooper was convalescing from a serious illness and her doctor suggested that she take"
1950	MAG	SatEvePost	"for example, the far-from-sparkling contributions of A. P. Herbert, a Punch writer since 1910. "" Sir Alan is such a well-known person, "" one inveterate reader explains"
1950	MAG	NewRepublic	"105. However, when the size of the House reached 435, after the 1910 census was taken, Con-gress called a halt to any further increase and agreed to"
1950	NEWS	NYT-Let	"charges made to build the Thruway be used for that purpose alone. "" In 1910, when an amendment to the registration law earmarked all revenue from registration fees for"
1951	MAG	Time	"Mountain (20th Century-Fox), the sentimental story of a circuit-riding parson in a 1910 Georgia town, is made out of the same cloth as Stars in My Crown"
1951	MAG	Atlantic	"Boston won at the average of 62.7 on an Alco. Grant won again in 1910 on the same Alco, pushing the average to 65.18 m.p.h. Although the Vanderbilt"
1951	MAG	Atlantic	", in San Francisco, Santa Monica, and Mineola, New York? the 1910 race really marked its passing. The crowd was vaster and madder than ever,"
1951	MAG	Atlantic	"the course. The weird blood-fever that attended the birth of U.S. automobilism peaked in 1910, when ordinarily law-abiding patriots came to the race equipped with cable-cutters to break through"
1951	MAG	Atlantic	""" Later races notwithstanding, the Vanderbilt Cup era really ended on October 1, 1910, when Harry Grant swept his black Alco across the finish line on the Motor"
1951	MAG	NatGeog	"talked about when served at the table. Yet in 10 short years, by 1910, production had reached 1,000,000 boxes a year. It has grown steadily since,"
1952	MAG	Time	"Cayenne variety. They did well. Peters brought in more plants, and by 1910 he was harvesting 20,000 pineapples a year. Prospering, he bought more &; more"
1952	MAG	Time	"the transport workers and the seamen. He talked like a radical, but by 1910 he was already demanding that Australia should have its own army &; navy, and"
1952	MAG	Time	"an expert on state affairs, and the New York Herald hired him away in 1910 and put him on politics. He went to the Times four years later,"
1952	MAG	ReadersDigest	"legal authorities New York City? which pioneered in overhauling its reeking lower courts in 1910? still offers the best example of how to make justice quick, decent and"
1952	MAG	Harpers	"appraised at $841,485, and he was by no means a broken man. In 1910 his assiduously cultivated friendships with art connoisseurs and literary men had resulted in his membership"
1952	MAG	Harpers	"of Joyce. And a pattern was set, quite different from the pattern of 1910. To have a literary conscience was to take a bleak view of American life"
1952	MAG	SatEvePost	"Beatrice Gesell, later to become famous for their studies in child psychology. In 1910 he accepted an invitation to join the faculty of Stanford University. While he was"
1952	MAG	SatEvePost	"the insurance money to leave. "" The population of Houghton County was 88,000 in 1910; by 1940 it had dropped to 47,000. About 1910 copper had employed 18,000"
1952	MAG	SatEvePost	"County was 88,000 in 1910; by 1940 it had dropped to 47,000. About 1910 copper had employed 18,000 workers; by the late' 30's, 1600."
1952	MAG	NewRepublic	"use' em, but lock' em Shortly after formation of the Union in 1910 native' Africans were in effect banished to reserves comprising 7.3 per? cent of"
1952	MAG	NewRepublic	", but a feud arose between the two after Roosevelt came back from Europe in 1910. The arguments were in part over whether Taft had carried out TR's """
1953	FIC	Good-for-Nothing	"The owners and proprietorsof both made as much money in the summer and fall of 1910 as they had expected to gain in the next ten years, if ever."
1953	FIC	Good-for-Nothing	"which with Mormons amounted to ten percent of income or earnings. Before July, 1910, his entire monthly earnings were only one-half of the tithe he paid in July"
1953	FIC	Good-for-Nothing	"although the women of Idaho had it and most of them enjoyed it prior to 1910. The income tax, which then had been proposed but seemed to have no"
1953	FIC	Good-for-Nothing	"department of one of the largest engineering-financing concencernsin the world. He was not in 1910, and is not now, the ideal companion on a hunt for sitting grouse"
1953	MAG	Time	"Churchill might applaud, he was off to Rome to hear a revival of his 1910 opera, Macbeth."
1953	MAG	Time	"the old upright piano and rolling out the words in a stentorian baritone. In 1910 in Boston, after hearing Charles Evans Hughes denounce political corruption, Tobey was so"
1953	MAG	Time	"at the mechanical age "" met the fate of many a lovely sailing-ship. In 1910 at the mouth of the English Channel she was rammed by a "" blundering steamer"
1953	MAG	ReadersDigest	"colony in 1908. Elisabethville, capital of the Katanga region, was founded in 1910. Sengier arrived there in 1911. He, the Mining Union, Elisabethville and"
1953	MAG	Nation	"Mrs. La Follette wrote the first twenty-six chapters, which carry the story up to 1910. There the narrative is taken up by Fola. One can not relive the"
1953	MAG	SatEvePost	", became really nuignilicent under John C. Moore, who was president from 1907 to 1910. Tiffany and Cook, after all, hall shrewd eyes for proper publicity,"
1953	MAG	SatEvePost	"place. Nearly every. body knows that scouting was introduced into this country in 1910, when an American publisher, William D. Boyce, impressed by the courteous help"
1955	MAG	Time	"scrapper from Cadillac, Mich., Ad Wolgast took the title from Battling Nelson in 1910. Their 40-round brawl at Point Richmond, just across the bay from San Francisco"
1955	MAG	ReadersDigest	"the unlettered might succeed if they had enough brawn, coordination and drive. About 1910 a fiery little featherweight named Joe Carrora began making the rounds of the fight clubs"
1955	MAG	Harpers	"time I could only draw perfunctory factual information from him. He was born in 1910, has worked in the movie industry for fifteen years, and has been a"
1956	MAG	Time	"'s socialist conscience, all this was outrageous. # Down the Mines. In 1910 she got her chance to do something about it: Illinois' Governor Charles Deneen"
1956	MAG	SatEvePost	"1890's, but the sport of scaling cliffs did not become a science until 1910, when the piton was invented by an Austrian climber named Hannes Fiechtl. As"
