YEAR	TYPE	SOURCE	CONTEXT
1962	NEWS	Chicago	"the Boston armored car holdup of Brink's, Inc., on Jan. 17, 1950, amounted to $2,775,000 in checks, bonds, securities, and cash. Stolen"
1962	NEWS	Chicago	", a bomb was placed inside the basilica during. a holy year celebration in 1950. It did not explode. The noise of the blast reverberated thruout this tiny"
1962	NEWS	Chicago	"column. Carried County Twice Sen. Dirksen got a slim edge in Cook county in 1950, with several key county offices falling to the Republicans as well. In 1950"
1962	NEWS	Chicago	"1950, with several key county offices falling to the Republicans as well. In 1950 he carried Cook county by 55,000, and the G. 0. P. county ticket"
1962	NEWS	Chicago	"80.60 per cent in 1946, and with a turnout of 80.06 per cent in 1950. Denis Expect 85% Ilere Democratic election officials here look for an? 85 per"
1962	NEWS	WallStJrnl	"annually over the next five years, down from an average increase of 2.3% since 1950. The U.S. population probably will expand by 1.5% a year, boosting demand."
1962	NEWS	Chicago	", Gov. Stevenson appointed him state revenue director, a post he relinquished in 1950 to win election as county clerk. He became chairman of the Democratic county central"
1963	MAG	SatEvePost	"marriage counselor. He testified that he had gone to the "" doctor "" in 1950 because of tension on his job but that "" he told me sex was at"
1963	MAG	SatEvePost	"we call normal lives. For a whole generation, between 1930 and the early 1950's, we plodded through one cataclysmic period after another -- deep depression, world"
1963	MAG	SatEvePost	"spawned acres of trailer homes in the town, pushing its population from 1,887 in 1950 to more than 11,000. Most of these new thousands are the lonely wives and"
1963	MAG	SatEvePost	"city official, Ole Bull fell from grace for one term back in the early 1950's after a city detective with whom he had been feuding surprised him in a"
1963	MAG	SatEvePost	"those who are close to him. When Byrnes returned to South Carolina in the 1950's and became governor, he convinced the legislature that it ought to levy a"
1963	MAG	NewRepublic	"support level all but froze American cotton out of the export market in the early 1950's. Today, half the domestic cotton is exported. That is because in"
1963	NEWS	Chicago	"said softly. "" We are getting rid of. the slums. In the 1950 census there were 64,000 dilapidated and deteriorated housing units in Chicago. In the 1960"
1963	NEWS	NYT-Let	"facilities. This situation should not surprise authorities at Board of Education headquarters. Between 1950 and 1961, 10? count them, 10? reports spelled out the details"
1963	NEWS	NYT-Reg	"advocates of' rent control. It puts the argument this way: "" In 1950, statistics indicated a shortage of. 430,000 low-andmiddle-income apartments for New York City's"
1963	NEWS	NYT-Reg	Scandal Donald when a National Government was formed. He adopted the Conservative label in 1950. There were other signs that a large part of the Conservative party scented Mr.
1963	NEWS	NYT-Reg	"of the people escaped from the hole in the plane. "" First Fatality Since 1950 Observers gave varying estimates of how high the plane had climbed. Most said less"
1963	NEWS	NYT-Reg	feet. An airline spokesman said that Mohawk had not had a passenger fatality since 1950 and that today's crash was the second fatal accident in the line's 18-year
1964	MAG	NewYorker	""" The Cabinda Affair "" (1949), "" The Congo Venus "" (1950), "" Another Man's Life "" (1953), and "" Murderat"
1964	MAG	SatEvePost	"had voted, by absentee ballot or in person, in every general election since 1950? an unusual record for a military man. As a youngster, when other"
1964	MAG	SatEvePost	and houses of prostitution. These disclosures led to mass firings of cops in the 1950's and resulted in the current comparatively clean situation in the city of New Orleans
1964	MAG	NewRepublic	"system as a whole bore down hard on workers and lightly on profits. In 1950, 95 percent of German earners were getting less than $1,715 a year; six"
1964	MAG	NewRepublic	"Fear for the nation's security is not the burning issue it was in the 1950's, but the government is still prying into the remote reaches of people's"
1965	MAG	SatEvePost	colleges and universities. It was in this same spirit the Republican Administration of the 1950's extended Social Security to millions of people who had not been covered. In
1965	MAG	NewRepublic	"the long run fatally? its potential for economic prog? ress. In the 1950's, for instance, there were 45 countries"
1966	MAG	SatEvePost	15 major U.S. cities. only Houston has grown faster than its surrounding suburbs since 1950. Most major cities have lost population. Somehow it seems ironic that a battle
1966	MAG	SatEvePost	"it had done after World War II, and it wasn't until the /ate 1950's that it began making its present comeback -- this time with The Nashville Sound"
1966	MAG	SatEvePost	"session. Orbison was one of the rockers with Sun Records in Memphis in the 1950's whodealt country music such a terrible blow. Or take Audrey Williams, who"
1966	MAG	SatEvePost	"second deterrent to architectural appreciation is dirt. "" Sidling around an agreement throughout the 1950's, like strange dogs around a bone, the Cnristian communities finally agreed in"
1966	MAG	NewRepublic	". In the T94o's it was the heroism of the trenches. In the 1950's it was the cultivation of the private. Now, halfway through the decade"
1966	MAG	NewRepublic	Item: The National Association of Manufacturers has not reported under the Lobbying Act since 1950 either. Yet three-fifths of its budget annually goes to grassroots lobbying or opinion formation
1967	MAG	SatEvePost	percentages. the Gluecks constructed their famous Social Prediction Table. They published it in 1950. Two years later psychologists and social caseworkers of the New York City Youth Board
1967	MAG	NewRepublic	"former was fully behind the North Korean invasion of South Korea of June 25, 1950? the "" carefully planned "" invasion, as the United Nations commission pointed out"
1968	MAG	NewYorker	"through the forties except for one year-1944? when we drastically cut costs. Since 1950, except for a couple of years in the early nineteen-sixties, we've been"
1968	MAG	SatEvePost	"no one else's. When Dodd entered the House of Representatives in the early 1950's, he found that its ethical climate was merely an extension of what he"
1968	MAG	SatEvePost	"brought him happiness. He'd been through the "" Zen thing "" in the 1950's and experimented with various drugs. He regarded the drug scene as a necessary"
1968	MAG	SatEvePost	"else can an old man do to help his country': "" During the 1950's Tran spent 18 months in Los Angeles, studying American police techniques. While"
1969	MAG	NewYorker	"English at the University of California at Los Angeles, Caine to New York in 1950 to write, and did write poetry, short stories, and books entitled """
1969	MAG	NewYorker	"somewhat as the American Army had always been before. And, indeed, in 1950? you think about 1950, our international commitments, the Cold War, the"
1969	MAG	NewYorker	"had always been before. And, indeed, in 1950? you think about 1950, our international commitments, the Cold War, the Truman Doctrine, and all"
1969	MAG	NewYorker	"Cold War, the Truman Doctrine, and all the rest of it -- in 1950, we got down to six hundred thousand men. "" Now we have three"
1960	NF	ExplanationHuman	"debate in symposium, "" Is the doctrine of instincts dead? "" 200 By 1950, possibly under the stimulation of the work of the ethologists, which directed attention"
1963	NEWS	CSMonitor	"economy. The United States has had an unfavorable balance of payments every year since 1950 with the single exception of 1957, when the Suez crisis increased exports. Figures"
1963	NEWS	NYT-Reg	freshman year in 1949. The Senate investigation of organized crime that he headed ire 1950 and 1951 made of him a national figure. His committee traveled a total of
1963	NEWS	Chicago	"Chicago retain 23 districts -- the same number it now has, based on the 1950 census. This is the cause of the present deadlock. Therefore, taking Dunne"
1963	NEWS	Chicago	"21 Chicago districts and 9 in the suburbs, based on the changes between the 1950 census and the 1960 census, Gurley said. The 1954 amendment to the state"
1963	NEWS	NYT-Let	"the question, Mr. Justice Frankfurter pointed out in Maryland v. Baltimore Radio Show (1950) the basic constitutional issues, the nature of the problem of adjustment and """
1963	NEWS	Chicago	23 allotment should be reduced to 21 by virtue of a Chicago population loss between 1950 and 1960. They also held that the growing Chicago suburbs in Cook county should
1964	NEWS	Chicago	"economic growth, which was believed to average 6 per cent a year between, 1950 and 1959, dropped to 2.5 per cent in 1962 and 1963. The Ainerican"
1964	NEWS	CSMonitor	"displeasure with its ally Pakistan over this visit, although Pakistan has recognized Peking since 1950 and Mr. Chou has toured the country once before. But this new visit,"
1964	NEWS	NYT-Reg	"facts have come out. "" Harry Gross's $20 million-ayear bookmaking empire collapsed in 1950 when it was disclosed that he was assertedly paying the police million a year """
